what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1339830830199
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1339830830199
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1339830830199
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1339830830199
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1339830830215
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1339830830215
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1339830830262
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1339830830262
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1339830830262
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1339830830278
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1339830830278
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1339830830278
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1339830830278
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1339830830293
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1339830830293
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1339830830309
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1339830830309
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1339830830309
os,sysinfo,,,"win32",1339830830309
arch,sysinfo,,,"x86",1339830830309
ws,sysinfo,,,"win32",1339830830309
locale,sysinfo,,,"en_US",1339830830309
processors,sysinfo,,,"2",1339830830309
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339830830309
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1339830830309
java.specification.name,sysinfo,,,"Java Platform API Specification",1339830830309
java.specification.vendor,sysinfo,,,"Oracle Corporation",1339830830309
java.specification.version,sysinfo,,,"1.7",1339830830309
